TimeStep,Element,C11,C22,C33,C12,C13,C23,S11,S22,S33,S12,S13,S23,Ep11,Ep22,Ep33,Ep12,Ep13,Ep23
   0,1,  1.000000E+00,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -8.195900E-08, -8.195900E-08, -8.195900E-08,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.000000E+00,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,
   1,1,  9.848333E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.368682E-02, -8.646477E-03, -8.646477E-03,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.000000E+00,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,
   2,1,  9.696667E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -6.818868E-02, -1.663133E-02, -1.663133E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.000000E+00,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,
   3,1,  9.545000E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.035624E-01, -2.394616E-02, -2.394616E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.000000E+00,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,
   4,1,  9.393333E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.398698E-01, -3.058181E-02, -3.058181E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.000000E+00,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,
   5,1,  9.241667E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -1.771782E-01, -3.652825E-02, -3.652826E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.000000E+00,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,
   6,1,  9.090000E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.155609E-01, -4.177505E-02, -4.177505E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.000000E+00,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,
   7,1,  8.938333E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.550984E-01, -4.631068E-02, -4.631068E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  1.000000E+00,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00,
   8,1,  8.786667E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.854905E-01, -4.741569E-02, -4.741569E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  9.952816E-01,  9.991655E-01,  9.991655E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
   9,1,  8.635000E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.924180E-01, -4.238738E-02, -4.238738E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  9.795595E-01,  9.966076E-01,  9.966076E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  10,1,  8.483333E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -2.992490E-01, -3.770624E-02, -3.770620E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  9.636050E-01,  9.942572E-01,  9.942572E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  11,1,  8.331667E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.060315E-01, -3.336272E-02, -3.336269E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  9.474499E-01,  9.921029E-01,  9.921029E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  12,1,  8.180000E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.128101E-01, -2.934513E-02, -2.934511E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  9.311215E-01,  9.901331E-01,  9.901331E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  13,1,  8.028333E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.196267E-01, -2.564040E-02, -2.564040E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  9.146441E-01,  9.883361E-01,  9.883361E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  14,1,  7.876667E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.265203E-01, -2.223402E-02, -2.223404E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  8.980382E-01,  9.867002E-01,  9.867002E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  15,1,  7.725000E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.335280E-01, -1.911073E-02, -1.911070E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  8.813220E-01,  9.852140E-01,  9.852139E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  16,1,  7.573333E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.406848E-01, -1.625459E-02, -1.625457E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  8.645111E-01,  9.838664E-01,  9.838664E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  17,1,  7.421667E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.480244E-01, -1.364935E-02, -1.364938E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  8.476188E-01,  9.826468E-01,  9.826468E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  18,1,  7.270000E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.555793E-01, -1.127886E-02, -1.127886E-02,  0.000000E+00,  0.000000E+00,  0.000000E+00,  8.306567E-01,  9.815450E-01,  9.815450E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  19,1,  7.118333E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.633814E-01, -9.126686E-03, -9.126710E-03,  0.000000E+00,  0.000000E+00,  0.000000E+00,  8.136349E-01,  9.805512E-01,  9.805512E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  20,1,  6.966667E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.714622E-01, -7.176897E-03, -7.176848E-03,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.965618E-01,  9.796562E-01,  9.796562E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  21,1,  6.815000E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.798533E-01, -5.413544E-03, -5.413544E-03,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.794449E-01,  9.788513E-01,  9.788513E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
  22,1,  6.663333E-01,  1.000000E+00,  1.000000E+00,  0.000000E+00,  0.000000E+00,  0.000000E+00, -3.885867E-01, -3.821540E-03, -3.821564E-03,  0.000000E+00,  0.000000E+00,  0.000000E+00,  7.622905E-01,  9.781281E-01,  9.781281E-01,  0.000000E+00,  0.000000E+00,  0.000000E+00,
